Sentence,Word,category,hierarchical,non-hierarchical,non-hierarchical-definitor
46,se,,,HAS_FORM,
46,je,,,HAS_FORM,
46,uravnala,,,HAS_FORM,
46,do,,,HAS_FORM,
46,nivoja,,,HAS_FORM,
46,podzemne,,,HAS_FORM,
46,vode,,,HAS_FORM,
46,v,,,,
46,krasu,C._Geome,,,
46,predvsem,,,,
46,zaradi,,,HAS_CAUSE,
46,robne,B.4_Transformation,,HAS_CAUSE,
46,korozije,B.4_Transformation,,HAS_CAUSE,
46,.,,,,
47,Suho,A.1_Surface_landform,DEFINIENDUM,,
47,kraško,A.1_Surface_landform,DEFINIENDUM,,
47,polje,A.1_Surface_landform,DEFINIENDUM,,
47,je,,,,
47,tisto,,,,
47,kraško,A.1_Surface_landform,GENUS,,
47,polje,A.1_Surface_landform,GENUS,,
47,",",,,,
47,ki,,,,
47,je,,,,
47,brez,,,HAS_FORM,
47,izvirov,A.3_Hydrological_form,,HAS_FORM,
47,ali,,,HAS_FORM,
47,ponorov,A.3_Hydrological_form,,HAS_FORM,
47,",",,,,
47,zato,,,,
47,ni,,,HAS_FORM,
47,stalnih,,,HAS_FORM,
47,ali,,,HAS_FORM,
47,občasnih,,,HAS_FORM,
47,vodotokov,A.3_Hydrological_form,,HAS_FORM,
47,.,,,,
48,Prisotne,,,,
48,so,,,,
48,tudi,,,,
48,večje,,,HAS_SIZE,
48,kraške,A.1_Surface_landform,GENUS,,
48,oblike,A.1_Surface_landform,GENUS,,
48,",",,,,
48,kot,,DEFINITOR,,
48,so,,DEFINITOR,,
48,uvale,A.1_Surface_landform,DEFINIENDUM,,
48,in,,,,
48,številne,,,,
48,vrtače,A.1_Surface_landform,DEFINIENDUM,,
48,.,,,,
49,Kemično,B.4_Transformation,DEFINIENDUM,,
49,preperevanje,B.4_Transformation,DEFINIENDUM,,
49,je,,DEFINITOR,,
49,razgrajevanje,B.4_Transformation,GENUS,,
49,kamnine,D.1_Abiotic,GENUS,,
49,pod,,,HAS_CAUSE,frame_CAUSE
49,vplivom,,,HAS_CAUSE,frame_CAUSE
49,vode,D.1_Abiotic,,HAS_CAUSE,
49,in,,,HAS_CAUSE,
49,v,,,HAS_CAUSE,
49,njej,,,HAS_CAUSE,
49,raztopljenih,,,HAS_CAUSE,
49,snovi,,,HAS_CAUSE,
49,.,,,,
50,Kraška,A.1_Surface_landform,DEFINIENDUM,,
50,polja,A.1_Surface_landform,DEFINIENDUM,,
50,sodijo,,DEFINITOR,,
50,med,,DEFINITOR,,
50,največje,,,HAS_SIZE,
50,kraške,A.1_Surface_landform,GENUS,,
50,kotanje,A.1_Surface_landform,GENUS,,
50,.,,,,
51,Vrtača,A.1_Surface_landform,DEFINIENDUM,,
51,je,,DEFINITOR,,
51,manjša,,,,
51,oblika,,,,
51,kraške,,GENUS,,
51,globeli,A.1_Surface_landform,GENUS,,
51,",",,,,
51,ki,,,,
51,je,,,,
51,bolj,,,HAS_SIZE,
51,široka,,,HAS_SIZE,
51,kot,,,HAS_SIZE,
51,globoka,,,HAS_SIZE,
51,.,,,,
52,Kraška,A.1_Surface_landform,DEFINIENDUM,,
52,polja,A.1_Surface_landform,DEFINIENDUM,,
52,so,,DEFINITOR,,
52,največje,,,,
52,oblike,,,,
52,kraških,A.1_Surface_landform,GENUS,,
52,kotanj,A.1_Surface_landform,GENUS,,
52,na,,,HAS_LOCATION,
52,krasu,C._Geome,,HAS_LOCATION,
52,.,,,,
53,Erozijski,A.1_Surface_landform,DEFINIENDUM,,
53,jarki,A.1_Surface_landform,DEFINIENDUM,,
53,so,,DEFINITOR,,
53,fluvialna,,,HAS_CAUSE,
53,erozijska,A.1_Surface_landform,GENUS,,
53,oblika,A.1_Surface_landform,GENUS,,
53,",",,,,
53,ki,,,,
53,je,,,,
53,na,,,,
53,proučevanih,,,,
53,območjih,,,,
53,najpogostejša,,,,
53,na,,,HAS_LOCATION,
53,pobočjih,,,HAS_LOCATION,
53,kotanj,A.1_Surface_landform,,HAS_LOCATION,
53,.,,,,
54,V,,,,
54,literaturi,,,,
54,je,,,,
54,kontaktni,C._Geome,DEFINIENDUM,,
54,kras,C._Geome,DEFINIENDUM,,
54,največkrat,,DEFINITOR,,
54,definiran,,DEFINITOR,,
54,kot,,DEFINITOR,,
54,stik,,GENUS,,
54,med,,GENUS,,
54,nekarbonatnimi,,GENUS,,
54,in,,GENUS,,
54,karbonatnimi,,GENUS,COMPOSITION_MEDIUM,
54,kamninami,,GENUS,,
54,.,,,,
55,Fluviokras,C._Geome,DEFINIENDUM,,
55,tuja,,,,
55,literatura,,,,
55,opredeljuje,,DEFINITOR,,
55,kot,,DEFINITOR,,
55,površje,,GENUS,,
55,na,,GENUS,,
55,karbonatnih,,GENUS,COMPOSITION_MEDIUM,
55,kamninah,,GENUS,,
55,",",,,,
55,kjer,,,,
55,so,,,,
55,prevladujoče,,,,
55,oblike,,,,
55,na,,,,
55,površju,,,,
55,doline,A.1_Surface_landform,,CONTAINS,
55,",",,,,
55,ki,,,,
55,so,,,,
55,jih,,,,
55,oblikovale,,,,
55,površinske,A.3_Hydrological_form,,,
55,reke,A.3_Hydrological_form,,,
55,.,,,,
56,Fluviokraško,C._Geome,DEFINIENDUM,,
56,površje,C._Geome,DEFINIENDUM,,
56,je,,DEFINITOR,,
56,prehodna,,,,
56,oblika,,GENUS,,
56,kraškega,C._Geome,GENUS,,
56,reliefa,C._Geome,GENUS,,
56,",",,,,
56,kjer,,,,
56,prevladuje,,,,
56,odnašanje,,,HAS_RESULT,
56,materiala,,,HAS_RESULT,
56,in,,,,
56,se,,,HAS_RESULT,
56,površje,,,HAS_RESULT,
56,mestoma,,,HAS_RESULT,
56,preoblikuje,,,HAS_RESULT,
56,fluvialno,,,,
56,.,,,,
57,Erozijski,A.1_Surface_landform,DEFINIENDUM,,
57,jarki,A.1_Surface_landform,DEFINIENDUM,,
57,so,,DEFINITOR,,
57,tipična,,DEFINITOR,,
57,fluviokraška,A.1_Surface_landform,GENUS,,
57,oblika,A.1_Surface_landform,GENUS,,
57,",",,,,
57,kjer,,,,
57,se,,,,
57,zaradi,,,,
57,lokalne,,,,
57,prevlade,,,,
57,mehanskega,A.3_Hydrological_form,,HAS_CAUSE,
57,odtoka,A.3_Hydrological_form,,HAS_CAUSE,
57,materiala,D.1_Abiotic,,HAS_CAUSE,
57,površje,,,HAS_RESULT,
57,preoblikuje,,,HAS_RESULT,
57,fluvialno,,,HAS_RESULT,
57,.,,,,
58,V,,,,
58,literaturi,,,,
58,so,,,,
58,ponikve,A.3_Hydrological_form,DEFINIENDUM,,
58,definirane,,DEFINITOR,,
58,kot,,DEFINITOR,,
58,vertikalni,,,HAS_FORM,
58,odtoki,A.3_Hydrological_form,GENUS,,
58,površinske,,GENUS,,
58,vode,,GENUS,,
58,v,,,,
58,podzemlje,C._Geome,,,
58,",",,,,
58,kjer,,,,
58,je,,,,
58,površje,,,,
58,delno,,,,
58,ali,,,,
58,povsem,,,,
58,prekrito,,,,
58,z,,,,
58,naplavino,D.1_Abiotic,,,
58,.,,,,
59,Slepe,A.1_Surface_landform,DEFINIENDUM,,
59,doline,A.1_Surface_landform,DEFINIENDUM,,
59,so,,DEFINITOR,,
59,najbolj,,,,
59,značilna,,,,
59,oblika,,GENUS,,
59,ponornega,C._Geome,,,
59,kontaktnega,C._Geome,,,
59,krasa,C._Geome,,,
59,.,,,,
60,Paragenezo,B._Process,DEFINIENDUM,,
60,razumemo,,DEFINITOR,,
60,kot,,DEFINITOR,,
60,proces,,GENUS,,
60,erodiranja,B._Process,GENUS,HAS_RESULT,
60,in,,GENUS,HAS_RESULT,
60,korodiranja,B._Process,GENUS,HAS_RESULT,
60,jamskega,,,HAS_RESULT,
60,stropa,,,HAS_RESULT,
60,do,,,HAS_RESULT,
60,gladine,,,HAS_RESULT,
60,podzemne,A.3_Hydrological_form,,HAS_RESULT,
60,vode,A.3_Hydrological_form,,HAS_RESULT,
60,ter,,,,
60,akumulacije,,,HAS_RESULT,
60,alogenega,,,HAS_RESULT,
60,materiala,,,HAS_RESULT,
60,na,,,HAS_RESULT,
60,dno,,,HAS_RESULT,
60,rova,,,HAS_RESULT,
60,.,,,,
61,Ljudsko,,,,
61,ime,,,,
61,lašt,A.1_Surface_landform,DEFINIENDUM,,
61,izhaja,,,,
61,iz,,,,
61,območja,,,,
61,Julijskih,D.3.1_Geolocation,,,
61,Alp,D.3.1_Geolocation,,,
61,in,,,,
61,ponazarja,,DEFINITOR,,
61,specifično,,,HAS_FORM,
61,obliko,,,HAS_FORM,
61,škrapelj,A.1_Surface_landform,GENUS,HAS_FORM,
61,.,,,,
61,Gre,,,,
61,za,,,,
61,večje,,,HAS_FORM,
61,skladovne,,,HAS_FORM,
61,police,,,HAS_FORM,
61,ali,,,HAS_FORM,
61,kamnite,,,HAS_FORM,
61,ploskve,,,HAS_FORM,
61,z,,,HAS_FORM,
61,velikimi,,,HAS_FORM,
61,ravnimi,,,HAS_FORM,
61,strukturnimi,,,HAS_FORM,
61,površinami,,,HAS_FORM,
61,in,,,HAS_FORM,
61,enakim,,,HAS_FORM,
61,strmcem,,,HAS_FORM,
61,.,,,,
62,Preperevanje,B.4_Transformation,DEFINIENDUM,,
62,ali,,,,
62,vodna,,DEFINIENDUM,,
62,erozija,B.4_Transformation,DEFINIENDUM,,
62,odnese,,,HAS_RESULT,
62,/,,,HAS_RESULT,
62,izpodje,,,HAS_RESULT,
62,manj,,,HAS_RESULT,
62,odporno,,,HAS_RESULT,
62,kamnino,D.1_Abiotic,,HAS_RESULT,
62,",",,,HAS_RESULT,
62,ostane,,,HAS_RESULT,
62,pa,,,HAS_RESULT,
62,bolj,,,HAS_RESULT,
62,odporna,,,HAS_RESULT,
62,kamnina,D.1_Abiotic,,HAS_RESULT,
62,",",,,HAS_RESULT,
62,ki,,,HAS_RESULT,
62,predstavlja,,,HAS_RESULT,
62,streho,,,HAS_RESULT,
62,spodmola,A.1_Surface_landform,,HAS_RESULT,
62,.,,,HAS_RESULT,
63,Uvala,A.1_Surface_landform,DEFINIENDUM,,
63,je,,DEFINITOR,,
63,večja,,,HAS_SIZE,
63,kraška,,GENUS,,
63,globel,A.1_Surface_landform,GENUS,,
63,skledaste,,,HAS_FORM,
63,oblike,,,HAS_FORM,frame_FORM
63,z,,,HAS_FORM,
63,neravnim,,,HAS_FORM,
63,dnom,,,HAS_FORM,
63,in,,,HAS_FORM,
63,sklenjenim,,,HAS_FORM,
63,višjim,,,HAS_FORM,
63,obodom,,,HAS_FORM,
63,.,,,,
63,Praviloma,,,,
63,je,,,,
63,manjša,,,HAS_SIZE,
63,od,,,HAS_SIZE,
63,kraškega,A.1_Surface_landform,,HAS_SIZE,
63,polja,A.1_Surface_landform,,HAS_SIZE,
63,in,,,,
63,večja,,,HAS_SIZE,
63,od,,,HAS_SIZE,
63,vrtače,A.1_Surface_landform,,HAS_SIZE,
63,.,,,,
64,Slovenska,,,,
64,kraška,,,,
64,terminologija,,,,
64,navaja,,,,
64,",",,,,
64,da,,,,
64,je,,DEFINITOR,,
64,vrtača,A.1_Surface_landform,DEFINIENDUM,,
64,:,,,,
64,depresijska,,GENUS,,
64,oblika,,GENUS,,
64,okroglaste,,,HAS_FORM,
64,oblike,,,HAS_FORM,frame_FORM
64,",",,,,
64,navadno,,,,
64,globoka,,,HAS_SIZE,
64,več,,,HAS_SIZE,
64,metrov,,,HAS_SIZE,
64,in,,,,
64,je,,,,
64,bolj,,,HAS_FORM,
64,široka,,,HAS_FORM,
64,kot,,,HAS_FORM,
64,globoka,,,HAS_FORM,
64,.,,,,
65,Požiralnik,A.1_Surface_landform,DEFINIENDUM,,
65,je,,DEFINITOR,,
65,definiran,,DEFINITOR,,
65,kot,,DEFINITOR,,
65,špranja,A.1_Surface_landform,GENUS,,frame_FORM
65,ali,,,,
65,brezno,A.1_Surface_landform,GENUS,,frame_FORM
65,v,,,HAS_LOCATION,
65,skalnem,,,HAS_LOCATION,
65,koritu,,,HAS_LOCATION,
65,",",,,,
65,ki,,,,
65,požira,,,HAS_FUNCTION,
65,vodo,,,HAS_FUNCTION,
65,",",,,,
65,ponikev,A.1_Surface_landform,,,
65,kot,,,,
65,odprtina,,,,
65,",",,,,
65,v,,,,
65,katero,,,,
65,ponika,,,,
65,voda,,,,
65,in,,,,
65,je,,,,
65,večinoma,,,,
65,prekrita,,,,
65,z,,,,
65,naplavino,,,,
65,",",,,,
65,ponor,A.1_Surface_landform,,,
65,pa,,,,
65,kot,,,,
65,večja,,,,
65,vodoravna,,,,
65,odprtina,,,,
65,v,,,,
65,katero,,,,
65,teče,,,,
65,potok,A.3_Hydrological_form,,,
65,ali,,,,
65,reka,A.3_Hydrological_form,,,
66,Slovenska,,,,
66,kraška,,,,
66,terminologija,,,,
66,opredeli,,DEFINITOR,,
66,hum,A.1_Surface_landform,DEFINIENDUM,,
66,kot,,DEFINITOR,,
66,osamljen,,,,
66,korozijsko-erozijsko-denudacijski,,,HAS_CAUSE,
66,ostanek,,GENUS,,
66,višjega,,GENUS,,
66,reliefa,,GENUS,,
66,",",,,,
66,zlasti,,,,
66,na,,,HAS_LOCATION,
66,dnu,,,HAS_LOCATION,
66,kraškega,,,HAS_LOCATION,
66,polja,,,HAS_LOCATION,
66,.,,,,
67,Ford,,,,
67,in,,,,
67,Williams,,,,
67,opišeta,,DEFINITOR,,
67,hume,A.1_Surface_landform,DEFINIENDUM,,
67,kot,,DEFINITOR,,
67,eno,,,,
67,izmed,,,,
67,štirih,,,,
67,tipov,,GENUS,,
67,stolpičastega,C._Geome,GENUS,,
67,krasa,C._Geome,GENUS,,
67,",",,,,
67,in,,,,
67,sicer,,,,
67,kot,,,,
67,ostanke,,,HAS_FORM,
67,vzpetin,A.1_Surface_landform,,HAS_FORM,
67,",",,,HAS_FORM,
67,ki,,,HAS_FORM,
67,štrlijo,,,HAS_FORM,
67,iz,,,HAS_FORM,
67,izravnanega,,,HAS_FORM,
67,karbonatnega,,,HAS_FORM,
67,površja,,,HAS_FORM,
67,",",,,HAS_FORM,
67,ki,,,HAS_FORM,
67,ga,,,HAS_FORM,
67,prekriva,,,HAS_FORM,
67,aluvij,D.1_Abiotic,,HAS_FORM,
67,.,,,,
68,Kraška,A.1_Surface_landform,DEFINIENDUM,,
68,polja,A.1_Surface_landform,DEFINIENDUM,,
68,so,,DEFINITOR,,
68,največje,,,,
68,in,,,,
68,gospodarsko,,,,
68,najpomembnejše,,,,
68,kotanje,A.1_Surface_landform,GENUS,,
68,v,,,HAS_LOCATION,
68,dinarskem,C._Geome,,HAS_LOCATION,
68,krasu,C._Geome,,HAS_LOCATION,
68,.,,,,
69,Škavnice,A.1_Surface_landform,DEFINIENDUM,,
69,so,,DEFINITOR,,
69,skledaste,,,HAS_FORM,
69,vdolbine,A.1_Surface_landform,GENUS,,
69,na,,,HAS_LOCATION,
69,vodoravni,,,HAS_LOCATION,
69,ali,,,HAS_LOCATION,
69,rahlo,,,HAS_LOCATION,
69,nagnjeni,,,HAS_LOCATION,
69,skalni,,,HAS_LOCATION,
69,podlagi,,,HAS_LOCATION,
69,.,,,,
70,Žlebiči,A.1_Surface_landform,DEFINIENDUM,,
70,in,,,,
70,žlebovi,A.1_Surface_landform,DEFINIENDUM,,
70,so,,DEFINITOR,,
70,žlebaste,,GENUS,HAS_FORM,
70,izjedenine,,GENUS,HAS_FORM,
70,s,,,HAS_FORM,
70,polkrožnim,,,HAS_FORM,
70,prečnim,,,HAS_FORM,
70,prerezom,,,HAS_FORM,
70,",",,,,
70,ki,,,,
70,se,,,,
70,oblikujejo,,,,
70,na,,,HAS_LOCATION,
70,ravnem,,,HAS_LOCATION,
70,kompaktnem,,,HAS_LOCATION,
70,skalnem,,,HAS_LOCATION,
70,površju,,,HAS_LOCATION,
70,in,,,,
70,potekajo,,,,
70,v,,,,
70,smeri,,,,
70,največjega,,,,
70,naklona,,,,
71,Erozijski,A.1_Surface_landform,DEFINIENDUM,,
71,jarki,A.1_Surface_landform,DEFINIENDUM,,
71,nastanejo,,,HAS_CAUSE,frame_CAUSE
71,s,,,HAS_CAUSE,frame_CAUSE
71,kanaliziranjem,B._Process,,HAS_CAUSE,
71,površinskega,,,HAS_CAUSE,
71,toka,,,HAS_CAUSE,
71,",",,,,
71,predvsem,,,,
71,tam,,,,
71,",",,,,
71,kjer,,,,
71,so,,,,
71,že,,,,
71,reliefno,,,HAS_LOCATION,
71,(,,,HAS_LOCATION,
71,naravno,,,HAS_LOCATION,
71,),,,HAS_LOCATION,
71,zasnovane,,,HAS_LOCATION,
71,linije,,,HAS_LOCATION,
71,odtoka,,,HAS_LOCATION,
71,",",,,,
71,pa,,,,
71,tudi,,,,
71,ob,,,HAS_LOCATION,
71,raznih,,,HAS_LOCATION,
71,antropogenih,,,HAS_LOCATION,
71,oblikah,,,HAS_LOCATION,
71,(,,,HAS_LOCATION,
71,npr,,,HAS_LOCATION,
71,.,,,HAS_LOCATION,
71,izkopih,,,HAS_LOCATION,
71,",",,,HAS_LOCATION,
71,njivskih,,,HAS_LOCATION,
71,brazdah,,,HAS_LOCATION,
71,",",,,HAS_LOCATION,
71,mejah,,,HAS_LOCATION,
71,parcel,,,HAS_LOCATION,
71,",",,,HAS_LOCATION,
71,poteh,D.1_Abiotic,,HAS_LOCATION,
71,in,,,HAS_LOCATION,
71,cestah,D.1_Abiotic,,HAS_LOCATION,
71,),,,HAS_LOCATION,
71,.,,,HAS_LOCATION,
72,Veter,D.1_Abiotic,DEFINIENDUM,,
72,je,,DEFINITOR,,
72,gibanje,B._Process,GENUS,,
72,zraka,D.1_Abiotic,GENUS,,
72,",",,,,
72,ki,,,,
72,nastane,,,HAS_CAUSE,
72,zaradi,,,HAS_CAUSE,
72,razlik,,,HAS_CAUSE,
72,v,,,HAS_CAUSE,
72,zračnem,A.4_Other,,HAS_CAUSE,
72,tlaku,A.4_Other,,HAS_CAUSE,
72,.,,,,
73,Tlačna,D.3_Property,DEFINIENDUM,,
73,trdnost,D.3_Property,DEFINIENDUM,,
73,je,,DEFINITOR,,
73,odpornost,,GENUS,DEFINED_AS,
73,proti,,GENUS,DEFINED_AS,
73,tlačni,,GENUS,DEFINED_AS,
73,obremenitvi,,GENUS,DEFINED_AS,
73,",",,,DEFINED_AS,
73,ki,,,DEFINED_AS,
73,jo,,,DEFINED_AS,
73,kamnina,D.1_Abiotic,,DEFINED_AS,
73,prenese,,,DEFINED_AS,
73,",",,,DEFINED_AS,
73,preden,,,DEFINED_AS,
73,se,,,DEFINED_AS,
73,zdrobi,,,DEFINED_AS,
73,.,,,,
74,Po,,DEFINITOR,,
74,prvi,,DEFINITOR,,
74,definiciji,,DEFINITOR,,
74,je,,DEFINITOR,,
74,spodmol,A.1_Surface_landform,DEFINIENDUM,,frame_LOCATION
74,prostor,,GENUS,HAS_LOCATION,
74,pod,,GENUS,HAS_LOCATION,
74,previsom,,GENUS,HAS_LOCATION,
74,v,,,HAS_LOCATION,
74,skalovju,D.1_Abiotic,,HAS_LOCATION,
74,",",,,,
74,po,,,,
74,drugi,,,,
74,pa,,,,
74,kratka,,,HAS_LOCATION,
74,vodoravna,,GENUS,HAS_LOCATION,
74,jama,A.2_Underground_landform,GENUS,HAS_LOCATION,
74,pod,,,HAS_LOCATION,
74,previsno,A.1_Surface_landform,,HAS_LOCATION,
74,steno,A.1_Surface_landform,,HAS_LOCATION,
74,.,,,,
75,Večji,,,,
75,ali,,,,
75,manjši,,,,
75,del,,,,
75,kraškega,A.1_Surface_landform,,,
75,polja,A.1_Surface_landform,,,
75,je,,DEFINITOR,,
75,ravnica,A.1_Surface_landform,DEFINIENDUM,,
75,",",,,,
75,običajno,,,,
75,obdelana,,,,
75,zemlja,,GENUS,,
75,",",,,,
75,ki,,,,
75,je,,,,
75,največkrat,,,,
75,na,,,HAS_LOCATION,
75,naplavini,A.1_Surface_landform,,HAS_LOCATION,
75,ali,,,HAS_LOCATION,
75,debeli,,,HAS_LOCATION,
75,prsti,D.2_Biotic,,HAS_LOCATION,
75,.,,,,
76,Odlaganje,B._Process,DEFINIENDUM,,
76,sige,B._Process,DEFINIENDUM,,
76,je,,DEFINITOR,,
76,proces,,GENUS,DEFINED_AS,
76,",",,,DEFINED_AS,
76,ki,,,DEFINED_AS,
76,je,,,DEFINED_AS,
76,ravno,,,DEFINED_AS,
76,nasproten,,,DEFINED_AS,
76,koroziji,B._Process,,DEFINED_AS,
76,.,,,DEFINED_AS,
77,Glaciologija,E.2_Method,DEFINIENDUM,,
77,je,,DEFINITOR,,
77,raziskava,,,,
77,in,,,,
77,preučevanje,,GENUS,,
77,ledenikov,A.1_Surface_landform,,STUDIES,
77,",",,,STUDIES,
77,ledenih,,,STUDIES,
77,plošč,,,STUDIES,
77,",",,,STUDIES,
77,morskega,A.3_Hydrological_form,,STUDIES,
77,ledu,A.3_Hydrological_form,,STUDIES,
77,",",,,STUDIES,
77,sezonskega,A.3_Hydrological_form,,STUDIES,
77,snega,A.3_Hydrological_form,,STUDIES,
77,",",,,STUDIES,
77,zamrznjenih,A.1_Surface_landform,,STUDIES,
77,tal,A.1_Surface_landform,,STUDIES,
77,in,,,STUDIES,
77,vseh,,,STUDIES,
77,drugih,,,STUDIES,
77,naravnih,,,STUDIES,
77,pojavov,,,STUDIES,
77,",",,,STUDIES,
77,ki,,,STUDIES,
77,vključujejo,,,STUDIES,
77,led,A.3_Hydrological_form,,STUDIES,
77,in,,,STUDIES,
77,njegove,,,STUDIES,
77,učinke,,,STUDIES,
77,na,,,STUDIES,
77,okolje,,,STUDIES,
77,.,,,,
78,Podkategorija,,,,
78,te,,,,
78,znanosti,E.2_Method,GENUS,,
78,je,,DEFINITOR,,
78,astroglaciologija,A.4_Other,DEFINIENDUM,,
78,",",,,,
78,ki,,,,
78,je,,,,
78,nastala,,,,
78,po,,,,
78,odkritju,,,HAS_CAUSE,
78,vodnega,,,HAS_CAUSE,
78,ledu,,,HAS_CAUSE,
78,na,,,HAS_CAUSE,
78,Luni,D.3.1_Geolocation,,HAS_CAUSE,
78,",",,,HAS_CAUSE,
78,Evropi,D.3.1_Geolocation,,HAS_CAUSE,
78,",",,,HAS_CAUSE,
78,Marsu,D.3.1_Geolocation,,HAS_CAUSE,
78,in,,,HAS_CAUSE,
78,Plutonu,D.3.1_Geolocation,,HAS_CAUSE,
78,.,,,,
79,Spodmol,A.2_Underground_landform,DEFINIENDUM,,
79,je,,DEFINITOR,,
79,definiran,,DEFINITOR,,
79,tudi,,DEFINITOR,,
79,kot,,DEFINITOR,,
79,previs,A.1_Surface_landform,GENUS,,
79,na,,,HAS_LOCATION,
79,morski,,,HAS_LOCATION,
79,",",,,HAS_LOCATION,
79,redkeje,,,HAS_LOCATION,
79,jezerski,,,HAS_LOCATION,
79,obali,,,HAS_LOCATION,
79,",",,,,
79,ki,,,,
79,ga,,,,
79,ustvari,,,,
79,erozijsko,B._Process,,HAS_CAUSE,
79,delovanje,B._Process,,HAS_CAUSE,
79,valov,B._Process,,HAS_CAUSE,
79,in,,,,
79,kot,,,,
79,kraška,A.2_Underground_landform,,,
79,jama,A.2_Underground_landform,,,
79,.,,,,
80,Tovrstno,,,DEFINED_AS,
80,izoblikovanost,,GENUS,DEFINED_AS,
80,krasa,A.2_Underground_landform,GENUS,DEFINED_AS,
80,",",,,,
80,kjer,,,,
80,se,,,,
80,osamljeno,,,,
80,dvigajo,,,,frame_SIZE
80,več,,,HAS_SIZE,
80,deset,,,HAS_SIZE,
80,ali,,,HAS_SIZE,
80,sto,,,HAS_SIZE,
80,metrov,,,HAS_SIZE,
80,visoke,,,CONTAINS,
80,vzpetine,A.1_Surface_landform,,CONTAINS,
80,",",,,,
80,imenujemo,,DEFINITOR,,
80,kopasti,C._Geome,DEFINIENDUM,,
80,kras,C._Geome,DEFINIENDUM,,
80,.,,,,
81,Tip,,GENUS,,
81,kraškega,,GENUS,,
81,površja,,GENUS,,
81,",",,,,
81,kjer,,,,
81,je,,,,
81,prevladujoča,,,,
81,oblika,,,,
81,vrtače,A.1_Surface_landform,,CONTAINS,
81,",",,,,
81,imenujemo,,DEFINITOR,,
81,vrtačasti,C._Geome,DEFINIENDUM,,
81,kras,C._Geome,DEFINIENDUM,,
81,.,,,,
82,Te,,,,
82,razmeroma,,,,
82,zaprte,,GENUS,HAS_FORM,
82,kotanje,A.1_Surface_landform,GENUS,,
82,z,,,,
82,obsežnim,,,HAS_SIZE,
82,",",,,HAS_SIZE,
82,z,,,HAS_FORM,
82,vrtačami,A.1_Surface_landform,,HAS_FORM,
82,razčlenjenim,D._Entity/Element/Property,,HAS_FORM,
82,dnom,D._Entity/Element/Property,,HAS_FORM,
82,",",,,,
82,imenujemo,,DEFINITOR,,
82,uvale,A.1_Surface_landform,DEFINIENDUM,,
82,.,,,,
83,Ta,,,,
83,proces,,GENUS,,
83,oblikovanja,B._Process,,,
83,rovov,B._Process,,HAS_RESULT,
83,na,,,HAS_LOCATION,frame_LOCATION
83,kontaktnem,A.2_Underground_landform,,HAS_LOCATION,
83,krasu,A.2_Underground_landform,,HAS_LOCATION,
83,imenujemo,,DEFINITOR,,
83,parageneza,B._Process,DEFINIENDUM,,
83,.,,,,
84,Take,,,,
84,jame,A.2_Underground_landform,GENUS,,
84,imenujemo,,DEFINITOR,,
84,paragenetske,A.2_Underground_landform,DEFINIENDUM,,
84,jame,A.2_Underground_landform,DEFINIENDUM,,
84,",",A.2_Underground_landform,,,
84,zaradi,,,,
84,njihove,,,,
84,lege,,,,
84,v,,,HAS_LOCATION,frame_LOCATION
84,občasno,,,HAS_LOCATION,
84,zaliti,,,HAS_LOCATION,
84,coni,,,HAS_LOCATION,
84,pa,,,,
84,jih,,,,
84,lahko,,,,
84,imenujemo,,DEFINITOR,,
84,tudi,,,,
84,epifreatične,A.2_Underground_landform,DEFINIENDUM,,
84,jame,A.2_Underground_landform,DEFINIENDUM,,
84,.,,,,
85,Nad,,,HAS_LOCATION,frame_LOCATION
85,kraškim,A.3_Hydrological_form,,HAS_LOCATION,
85,izvirom,A.3_Hydrological_form,,HAS_LOCATION,
85,se,,,,
85,pojavlja,,,,
85,strm,,,HAS_FORM,
85,konec,,GENUS,,
85,doline,A.1_Surface_landform,GENUS,,
85,",",,,,
85,ki,,,,
85,ga,,,,
85,imenujemo,,DEFINITOR,,
85,zatrep,A.1_Surface_landform,DEFINIENDUM,,
85,.,,,,
86,Oznaka,,DEFINITOR,,
86,okno,A._Landform,DEFINIENDUM,,
86,se,,,,
86,v,,,,
86,geografiji,E.2_Method,,,
86,uporablja,,DEFINITOR,,
86,za,,,,
86,večjo,,GENUS,,
86,odprtino,A._Landform,GENUS,,
86,",",,,,
86,skozi,,,,
86,katero,,,,
86,se,,,HAS_FUNCTION,
86,vidi,,,HAS_FUNCTION,
86,ozadje,A._Landform,,HAS_FUNCTION,
86,.,,,,
87,Sloj,,GENUS,,
87,med,,,HAS_LOCATION,
87,najvišjim,,,HAS_LOCATION,
87,in,,,HAS_LOCATION,
87,najnižjim,,,HAS_LOCATION,
87,nivojem,,,HAS_LOCATION,
87,podzemne,A.3_Hydrological_form,,HAS_LOCATION,
87,vode,A.3_Hydrological_form,,HAS_LOCATION,
87,v,,,,
87,krasu,C._Geome,,,
87,imenujemo,,DEFINITOR,,
87,epifreatična,C._Geome,DEFINIENDUM,,
87,cona,C._Geome,DEFINIENDUM,,
87,.,,,,
88,Gladino,A.3_Hydrological_form,GENUS,,
88,vodnega,A.3_Hydrological_form,GENUS,,
88,telesa,A.3_Hydrological_form,GENUS,,
88,v,,,,
88,freatični,C._Geome,,,
88,coni,C._Geome,,,
88,imenujemo,,DEFINITOR,,
88,nivo,,DEFINIENDUM,,
