sentence,word,hierarchical,non-hierarchical
99,of,,MEASURES
99,238U,,MEASURES
99,.,,
100,Flowstone,DEFINIENDUM,
100,is,DEFINITOR,
100,a,DEFINITOR,
100,general,DEFINITOR,
100,term,DEFINITOR,
100,referring,DEFINITOR,
100,to,DEFINITOR,
100,a,,
100,deposit,GENUS,
100,formed,,HAS_CAUSE
100,from,,HAS_CAUSE
100,thin,,HAS_CAUSE
100,films,,HAS_CAUSE
100,or,,HAS_CAUSE
100,trickles,,HAS_CAUSE
100,of,,HAS_CAUSE
100,water,,HAS_CAUSE
100,",",,
100,the,,
100,minerals,,COMPOSITION_MEDIUM
100,are,,COMPOSITION_MEDIUM
100,usually,,COMPOSITION_MEDIUM
100,calcium,,COMPOSITION_MEDIUM
100,carbonate,,COMPOSITION_MEDIUM
100,and,,
100,encrust,,HAS_LOCATION
100,floors,,HAS_LOCATION
100,or,,HAS_LOCATION
100,walls,,HAS_LOCATION
100,.,,
101,The,,
101,term,,
101,fluviokarst,DEFINIENDUM,
101,is,DEFINITOR,
101,used,DEFINITOR,
101,to,DEFINITOR,
101,describe,DEFINITOR,
101,a,,
101,karst,GENUS,
101,landscape,GENUS,
101,in,,
101,which,,
101,the,,CONTAINS
101,dominant,,CONTAINS
101,physical,,CONTAINS
101,landforms,,CONTAINS
101,are,,CONTAINS
101,valleys,,CONTAINS
101,initially,,
101,cut,,
101,by,,
101,surface,,
101,streams,,
101,that,,
101,have,,
101,been,,
101,partly,,
101,or,,
101,completely,,
101,diverted,,
101,underground,,
101,by,,
101,subsurface,,
101,conduit,,
101,piracy,,
101,(,,
101,Field,,
101,",",,
101,2002a,,
101,),,
101,.,,
102,Kluftkarren,DEFINIENDUM,
102,or,,
102, ,,
102,grikes,DEFINIENDUM,
102,are,DEFINITOR,
102, ,DEFINITOR,
102,merely,,
102,the,,
102,visible,,HAS_FORM
102,surface,,HAS_FORM
102,expression,,HAS_FORM
102,of,,HAS_FORM
102,the,,HAS_FORM
102,fissures,GENUS,HAS_FORM
102,of,GENUS,HAS_FORM
102,a,GENUS,HAS_FORM
102,karstifiable,GENUS,HAS_FORM
102,rock,GENUS,HAS_FORM
102,;,,
102,as,,
102,such,,
102,",",,
102,they,,
102,are,,HAS_LOCATION
102,a,,HAS_LOCATION
102,significant,,HAS_LOCATION
102,component,,HAS_LOCATION
102,of,,HAS_LOCATION
102,the,,HAS_LOCATION
102,epikarst,,HAS_LOCATION
102,",",,
102,or,,
102,the,,
102,outer,,
102,skin,,
102,of,,
102,the,,
102,whole,,
102,karst,,
102,system,,
102,.,,
103,Hypogene,DEFINIENDUM,
103,karst,DEFINIENDUM,
103,is,DEFINITOR,
103,defined,DEFINITOR,
103,as,DEFINITOR,
103,the,GENUS,
103,formation,GENUS,HAS_CAUSE
103,of,GENUS,HAS_CAUSE
103,caves,GENUS,HAS_CAUSE
103,by,,HAS_CAUSE
103,water,,HAS_CAUSE
103,that,,HAS_CAUSE
103,recharges,,HAS_CAUSE
103,the,,HAS_CAUSE
103,soluble,,HAS_CAUSE
103,formation,,HAS_CAUSE
103,from,,HAS_CAUSE
103,below,,HAS_CAUSE
103,",",,HAS_CAUSE
103,driven,,HAS_CAUSE
103,by,,HAS_CAUSE
103,hydrostatic,,HAS_CAUSE
103,pressure,,HAS_CAUSE
103,or,,HAS_CAUSE
103,other,,HAS_CAUSE
103,sources,,HAS_CAUSE
103,of,,HAS_CAUSE
103,energy,,HAS_CAUSE
103,",",,
103,independent,,HAS_CAUSE
103,of,,HAS_CAUSE
103,the,,HAS_CAUSE
103,recharge,,HAS_CAUSE
103,from,,HAS_CAUSE
103,the,,HAS_CAUSE
103,overlying,,HAS_CAUSE
103,or,,HAS_CAUSE
103,immediately,,HAS_CAUSE
103,adjacent,,HAS_CAUSE
103,surface,,HAS_CAUSE
103,(,,
103,Ford,,
103,",",,
103,2000,,
103,),,
103,.,,
104,The,,
104,inphase,DEFINIENDUM,
104,component,DEFINIENDUM,
104,is,DEFINITOR,
104,defined,DEFINITOR,
104,as,DEFINITOR,
104,the,,
104,amplitude,GENUS,
104,of,GENUS,
104,the,GENUS,
104,secondary,GENUS,
104,field,GENUS,
104,at,,MEASURES
104,the,,MEASURES
104,point,,MEASURES
104,where,,MEASURES
104,the,,MEASURES
104,primary,,MEASURES
104,field,,MEASURES
104,amplitude,,MEASURES
104,peaks,,MEASURES
104,.,,
105,Karren,DEFINIENDUM,
105,is,DEFINITOR,
105,a,DEFINITOR,
105,common,DEFINITOR,
105,term,DEFINITOR,
105,used,DEFINITOR,
105,for,DEFINITOR,
105,dissolution,GENUS,
105,features,GENUS,
105,on,,HAS_LOCATION
105,exposed,,HAS_LOCATION
105,soluble,,HAS_LOCATION
105,rock,,HAS_LOCATION
105,surfaces,,HAS_LOCATION
105,(,,
105,Gines,,
105,2009,,
105,),,
105,.,,
106,Karren,DEFINIENDUM,
106,range,,HAS_SIZE
106,from,,HAS_SIZE
106,1,,HAS_SIZE
106,cm,,HAS_SIZE
106,to,,HAS_SIZE
106,10,,HAS_SIZE
106,m,,HAS_SIZE
106,in,,HAS_SIZE
106,greatest,,HAS_SIZE
106,dimension,,HAS_SIZE
106,in,,
106,most,,
106,instances,,
106,",",,
106,although,,
106,kluftkarren,,
106,and,,
106,some,,
106,solution,,
106,channels,,
106,can,,
106,be,,
106,longer,,
106,.,,
107,In,,
107,the,,
107,most,,
107,general,,
107,terms,,
107,",",,
107,karst,DEFINIENDUM,
107,may,DEFINITOR,
107,be,DEFINITOR,
107,defined,DEFINITOR,
107,as,DEFINITOR,
107,a,,
107,process,GENUS,
107,of,,
107,interaction,,HAS_CAUSE
107,between,,HAS_CAUSE
107,soluble,,HAS_CAUSE
107,rocks,,HAS_CAUSE
107,and,,HAS_CAUSE
107,different,,HAS_CAUSE
107,waters,,HAS_CAUSE
107,",",,
107,as,,HAS_RESULT
107,a,,HAS_RESULT
107,result,,HAS_RESULT
107,of,,HAS_RESULT
107,which,,HAS_RESULT
107,characteristic,,HAS_RESULT
107,features,,HAS_RESULT
107,develop,,HAS_RESULT
107,on,,HAS_RESULT
107,the,,HAS_RESULT
107,Earth's,,HAS_RESULT
107,surface,,HAS_RESULT
107,and,,HAS_RESULT
107,underground,,HAS_RESULT
107,.,,
108,Karstification,DEFINIENDUM,
108,is,DEFINITOR,
108,the,DEFINITOR,
108,geologic,GENUS,
108,process,GENUS,
108,of,,
108,differential,,HAS_CAUSE
108,chemical,,HAS_CAUSE
108,and,,HAS_CAUSE
108,mechanical,,HAS_CAUSE
108,erosion,,HAS_CAUSE
108,by,,HAS_CAUSE
108,water,,HAS_CAUSE
108,on,,HAS_CAUSE
108,soluble,,HAS_CAUSE
108,bodies,,HAS_CAUSE
108,of,,HAS_CAUSE
108,rock,,HAS_CAUSE
108,",",,
108,such,,
108,as,,
108,limestone,,
108,",",,
108,dolomite,,
108,",",,
108,gypsum,,
108,",",,
108,or,,
108,salt,,
108,",",,
108,at,,HAS_LOCATION
108,or,,HAS_LOCATION
108,near,,HAS_LOCATION
108,the,,HAS_LOCATION
108,Earth,,HAS_LOCATION
108,’,,HAS_LOCATION
108,s,,HAS_LOCATION
108,surface,,HAS_LOCATION
108,.,,
109,The,DEFINITOR,
109,term,DEFINITOR,
109,karst,DEFINIENDUM,
109,describes,DEFINITOR,
109,a,,
109,distinctive,,
109,topography,GENUS,
109,that,,
109,indicates,,HAS_CAUSE
109,dissolution,,HAS_CAUSE
109,(,,HAS_CAUSE
109,also,,HAS_CAUSE
109,called,,HAS_CAUSE
109,chemical,,HAS_CAUSE
109,solution,,HAS_CAUSE
109,),,HAS_CAUSE
109,of,,HAS_CAUSE
109,underlying,,HAS_CAUSE
109,soluble,,HAS_CAUSE
109,rocks,,HAS_CAUSE
109,by,,HAS_CAUSE
109,surface,,HAS_CAUSE
109,water,,HAS_CAUSE
109,or,,HAS_CAUSE
109,ground,,HAS_CAUSE
109,water,,HAS_CAUSE
109,.,,
110,The,DEFINITOR,
110,term,DEFINITOR,
110,karst,DEFINIENDUM,
110,applies,DEFINITOR,
110,to,DEFINITOR,
110,a,,
110,distinctive,,HAS_CAUSE
110,type,GENUS,HAS_CAUSE
110,of,GENUS,HAS_CAUSE
110,landscape,GENUS,HAS_CAUSE
110,that,,HAS_CAUSE
110,develops,,HAS_CAUSE
110,from,,HAS_CAUSE
110,the,,HAS_CAUSE
110,dissolving,,HAS_CAUSE
110,action,,HAS_CAUSE
110,of,,HAS_CAUSE
110,water,,HAS_CAUSE
110,on,,HAS_CAUSE
110,soluble,,HAS_CAUSE
110,bedrock,,HAS_CAUSE
110,",",,HAS_CAUSE
110,primarily,,HAS_CAUSE
110,limestone,,HAS_CAUSE
110,and,,HAS_CAUSE
110,marble,,HAS_CAUSE
110,but,,HAS_CAUSE
110,also,,HAS_CAUSE
110,dolostone,,HAS_CAUSE
110,",",,HAS_CAUSE
110,gypsum,,HAS_CAUSE
110,and,,HAS_CAUSE
110,halite,,HAS_CAUSE
110,.,,
111,Karst,DEFINIENDUM,
111,is,DEFINITOR,
111,defined,DEFINITOR,
111,as,DEFINITOR,
111,a,DEFINITOR,
111,terrain,GENUS,HAS_LOCATION
111,",",,HAS_LOCATION
111,generally,,HAS_LOCATION
111,underlain,,HAS_LOCATION
111,by,,HAS_LOCATION
111,limestone,,HAS_LOCATION
111,or,,HAS_LOCATION
111,dolomite,,HAS_LOCATION
111,",",,COMPOSITION_MEDIUM
111,in,,
111,which,,
111,the,,
111,topography,,
111,is,,
111,chiefly,,
111,formed,,HAS_CAUSE
111,by,,HAS_CAUSE
111,the,,HAS_CAUSE
111,dissolving,,HAS_CAUSE
111,of,,HAS_CAUSE
111,rock,,HAS_CAUSE
111,",",,
111,and,,
111,which,,
111,may,,
111,be,,
111,characterised,,CONTAINS
111,by,,CONTAINS
111,sinkholes,,CONTAINS
111,",",,CONTAINS
111,sinking,,CONTAINS
111,streams,,CONTAINS
111,",",,CONTAINS
111,closed,,CONTAINS
111,depressions,,CONTAINS
111,",",,CONTAINS
111,subterranean,,CONTAINS
111,drainage,,CONTAINS
111,and,,CONTAINS
111,caves,,CONTAINS
111,(,,
111,Field,,
111,2002,,
111,),,
111,.,,
112,Karst,DEFINIENDUM,
112,is,DEFINITOR,
112,the,DEFINITOR,
112,term,DEFINITOR,
112,applied,DEFINITOR,
112,to,DEFINITOR,
112,terrains,GENUS,HAS_LOCATION
112,underlain,,HAS_LOCATION
112,by,,HAS_LOCATION
112,soluble,,HAS_LOCATION
112,rock,,HAS_LOCATION
112,:,,
112,mainly,,
112,limestone,,
112,",",,
112,dolomite,,
112,and,,
112,gypsum,,
112,.,,
113,The,,
113,Jelar,DEFINIENDUM,
113,Breccia,DEFINIENDUM,
113,is,DEFINITOR,
113,a,DEFINITOR,
113,massive,,HAS_ATTRIBUTE
113,",",,HAS_ATTRIBUTE
113,thick-bedded,,HAS_ATTRIBUTE
113,carbonate,GENUS,HAS_ATTRIBUTE
113,rock,GENUS,HAS_ATTRIBUTE
113,",",,
113,comprised,,COMPOSITION_MEDIUM
113,predominantly,,COMPOSITION_MEDIUM
113,of,,COMPOSITION_MEDIUM
113,angular,,COMPOSITION_MEDIUM
113,",",,COMPOSITION_MEDIUM
113,poorly,,COMPOSITION_MEDIUM
113,sorted,,COMPOSITION_MEDIUM
113,debris,,COMPOSITION_MEDIUM
113,.,,
114,Smaller,DEFINIENDUM,
114,relief,DEFINIENDUM,
114,features,DEFINIENDUM,
114,are,DEFINITOR,
114,uvalas,SPECIES,
114,",",,
114,dolines,SPECIES,
114,",",,
114,dry,SPECIES,
114,valleys,SPECIES,
114,",",,
114,collapsed,SPECIES,
114,dolines,SPECIES,
114,",",,
114,and,,
114,caves,SPECIES,
114,.,,
115,Karren,DEFINIENDUM,
115,is,,
115,a,DEFINITOR,
115,common,DEFINITOR,
115,term,DEFINITOR,
115,used,DEFINITOR,
115,for,DEFINITOR,
115,dissolution,GENUS,
115,features,GENUS,
115,on,,HAS_LOCATION
115,exposed,,HAS_LOCATION
115,soluble,,HAS_LOCATION
115,rock,,HAS_LOCATION
115,surfaces,,HAS_LOCATION
115,.,,
116,Characteristic,,
116,form,,HAS_CAUSE
116,of,,HAS_CAUSE
116,corrosion,,HAS_CAUSE
116,is,,
116,rillenkarren,DEFINIENDUM,
116,.,,
117,Karst,DEFINIENDUM,
117,poljes,DEFINIENDUM,
117,are,DEFINITOR,
117,the,,
117,largest,,HAS_FORM
117,flat-floored,,HAS_FORM
117,enclosed,,HAS_FORM
117,depressions,GENUS,HAS_FORM
117,in,,HAS_LOCATION
117,karst,,HAS_LOCATION
117,.,,
118,Uvalas,DEFINIENDUM,
118,are,DEFINITOR,
118,large,,HAS_SIZE
118,",",,
118,km-scale,,
118,closed,,HAS_FORM
118,karst,GENUS,
118,depressions,GENUS,
118,of,,HAS_FORM
118,elongated,,HAS_FORM
118,or,,HAS_FORM
118,irregular,,HAS_FORM
118,plan,,HAS_FORM
118,form,,HAS_FORM
118,.,,
119,The,,
119,word,,
119,“,,
119,uvala,DEFINIENDUM,
119,”,,
119,is,DEFINITOR,
119,a,DEFINITOR,
119,common,,
119,toponym,,
119,in,,HAS_POSITION
119,the,,HAS_POSITION
119,Dinaric,,HAS_POSITION
119,karst,,HAS_POSITION
119,",",,
119,always,,
119,denoting,,HAS_FORM
119,a,,HAS_FORM
119,large,,HAS_FORM
119,depression,GENUS,HAS_FORM
119,.,,
120,The,,
120,cave,DEFINIENDUM,
120,roof,DEFINIENDUM,
120,collapse,DEFINIENDUM,
120,is,DEFINITOR,
120,a,DEFINITOR,
120,slow,,
120,process,GENUS,
120,that,,
120,proceeds,,AFFECTS
120,by,,AFFECTS
120,the,,AFFECTS
120,breaking,,AFFECTS
120,of,,AFFECTS
120,the,,AFFECTS
120,walls,,AFFECTS
120,and,,AFFECTS
120,ceiling,,AFFECTS
120,until,,HAS_RESULT
120,equilibrium,,HAS_RESULT
120,is,,HAS_RESULT
120,established,,HAS_RESULT
120,on,,HAS_RESULT
120,the,,HAS_RESULT
120,slopes,,HAS_RESULT
120,of,,HAS_RESULT
120,the,,HAS_RESULT
120,doline,,HAS_RESULT
120,.,,
121,Caves,DEFINIENDUM,
121,are,DEFINITOR,
121,active,,
121,or,,
121,relict,,
121,parts,,
121,of,,
121,the,,
121,karst,GENUS,
121,drainage,GENUS,
121,system,GENUS,
121,.,,
122,The,,
122,dissolution,DEFINIENDUM,
122,of,DEFINIENDUM,
122,rock,DEFINIENDUM,
122,is,DEFINITOR,
122,the,,
122,decisive,,
122,process,GENUS,
122,in,,HAS_ATTRIBUTE
122,the,,HAS_ATTRIBUTE
122,formation,,HAS_ATTRIBUTE
122,of,,HAS_ATTRIBUTE
122,karst,,HAS_ATTRIBUTE
122,.,,
123,Shilin,DEFINIENDUM,
123,is,DEFINITOR,
123,a,DEFINITOR,
123,type,DEFINITOR,
123,of,DEFINITOR,
123,pinnacle,GENUS,
123,karst,GENUS,
123,formed,,HAS_LOCATION
123,on,,HAS_LOCATION
123,a,,HAS_LOCATION
123,plateau,,HAS_LOCATION
123,of,,HAS_LOCATION
123,gently,,HAS_LOCATION
123,dipping,,HAS_LOCATION
123,limestone,,HAS_LOCATION
123,(,,
123,Knez,,
123,&,,
123,Slabe,,
123,2002,,
123,),,
123,.,,
124,Stone,DEFINIENDUM,
124,forest,DEFINIENDUM,
124,refers,DEFINITOR,
124,to,DEFINITOR,
124,a,DEFINITOR,
124,particular,,
124,karst,GENUS,
124,landscape,GENUS,
124,",",,
124,composed,,COMPOSITION_MEDIUM
124,of,,COMPOSITION_MEDIUM
124,a,,COMPOSITION_MEDIUM
124,group,,COMPOSITION_MEDIUM
124,of,,COMPOSITION_MEDIUM
124,densely,,COMPOSITION_MEDIUM
124,distributed,,COMPOSITION_MEDIUM
124,limestone,,COMPOSITION_MEDIUM
124,columns,,COMPOSITION_MEDIUM
124,standing,,HAS_LOCATION
124,on,,HAS_LOCATION
124,an,,HAS_LOCATION
124,undulating,,HAS_LOCATION
124,karst,,HAS_LOCATION
124,plateau,,HAS_LOCATION
124,.,,
125,dry,DEFINIENDUM,
125,valley,DEFINIENDUM,
125,:,,
125,A,,
125,valley,GENUS,
125,that,,
125,lacks,,HAS_FORM
125,a,,HAS_FORM
125,surface,,HAS_FORM
125,water,,HAS_FORM
125,channel,,HAS_FORM
125,;,,
125,common,,COMPOSITION_MEDIUM
125,in,,COMPOSITION_MEDIUM
125,the,,COMPOSITION_MEDIUM
125,chalk,,COMPOSITION_MEDIUM
125,of,,HAS_POSITION
125,southern,,HAS_POSITION
125,England,,HAS_POSITION
125,.,,
126,epiphreas,DEFINIENDUM,
126,",",,
126,epiphreatic,DEFINIENDUM,
126,zone,DEFINIENDUM,
126,:,,
126,The,,
126,zone,GENUS,
126,in,,HAS_LOCATION
126,a,,HAS_LOCATION
126,cave,,HAS_LOCATION
126,system,,HAS_LOCATION
126,",",,
126,immediately,,
126,above,,HAS_LOCATION
126,the,,HAS_LOCATION
126,phreatic,,HAS_LOCATION
126,zone,,HAS_LOCATION
126,",",,
126,affected,,HAS_CAUSE
126,morphologically,,HAS_CAUSE
126,and,,HAS_CAUSE
126,hydrologically,,HAS_CAUSE
126,by,,HAS_CAUSE
126,floods,,HAS_CAUSE
126,too,,
126,large,,
126,for,,
126,the,,
126,cave,,
126,to,,
126,absort,,
126,at,,
126,once,,
126,.,,
127,estavelle,DEFINIENDUM,
127,:,,
127,An,,
127,intermittent,,HAS_FUNCTION
127,resurgence,,HAS_FUNCTION
127,or,,HAS_FUNCTION
127,exsurgence,,HAS_FUNCTION
127,",",,
127,active,,OCCURS_IN_TIME
127,only,,OCCURS_IN_TIME
127,in,,OCCURS_IN_TIME
127,wet,,OCCURS_IN_TIME
127,seasons,,OCCURS_IN_TIME
127,.,,
127,May,,HAS_FUNCTION
127,act,,HAS_FUNCTION
127,alternatively,,HAS_FUNCTION
127,as,,HAS_FUNCTION
127,a,,HAS_FUNCTION
127,swallow,,HAS_FUNCTION
127,hole,,HAS_FUNCTION
127,and,,HAS_FUNCTION
127,as,,HAS_FUNCTION
127,a,,HAS_FUNCTION
127,rising,,HAS_FUNCTION
127,according,,HAS_FUNCTION
127,to,,HAS_FUNCTION
127,ground-water,,HAS_FUNCTION
127,conditions,,HAS_FUNCTION
127,.,,
128,exhumed,DEFINIENDUM,
128,karst,DEFINIENDUM,
128,:,,
128,Karst,GENUS,
128,features,,
128,reexposed,,HAS_CAUSE
128,by,,HAS_CAUSE
128,erosion,,HAS_CAUSE
128,from,,HAS_CAUSE
128,bene,,HAS_CAUSE
128,?,,HAS_CAUSE
128,th,,HAS_CAUSE
128,former,,HAS_CAUSE
128,covering,,HAS_CAUSE
128,strata,,HAS_CAUSE
128,.,,
129,fault,DEFINIENDUM,
129,cave,DEFINIENDUM,
129,:,,
129,A,,
129,cave,GENUS,
129,developed,,HAS_LOCATION
129,along,,HAS_LOCATION
129,a,,HAS_LOCATION
129,fault,,HAS_LOCATION
129,or,,HAS_LOCATION
129,fault,,HAS_LOCATION
129,zone,,HAS_LOCATION
129,.,,
130,fissure,DEFINIENDUM,
130,cave,DEFINIENDUM,
130,:,,
130,A,,
130,narrow,,HAS_FORM
130,vertical,,HAS_FORM
130,cave,GENUS,
130,or,,
130,cave,,
130,passage,,
130,along,,HAS_LOCATION
130,a,,HAS_LOCATION
130,fissure,,HAS_LOCATION
130,.,,
130,Fissures,,
130,widen,,
130,out,,
130,to,,
130,become,,
130,wells,,
130,or,,
130,shaft,,
130,caves,,
130,.,,
131,flattener,DEFINIENDUM,
131,:,,
131,A,,
131,cave,GENUS,
131,passage,GENUS,
131,",",,
131,which,,
131,though,,HAS_FORM
131,wide,,HAS_FORM
131,",",,HAS_FORM
131,is,,HAS_FORM
131,so,,HAS_FORM
131,low,,HAS_FORM
131,that,,HAS_FORM
131,movement,,HAS_FORM
131,is,,HAS_FORM
131,only,,HAS_FORM
131,possible,,HAS_FORM
131,in,,HAS_FORM
131,a,,HAS_FORM
131,prone,,HAS_FORM
131,position,,HAS_FORM
131,.,,
131,See,,
131,also,,
131,crawl,DEFINIENDUM,
131,.,,
132,floe,DEFINIENDUM,
132,calcite,DEFINIENDUM,
132,:,,
132,Very,,HAS_FORM
132,thin,,HAS_FORM
132,film,,HAS_FORM
132,of,,COMPOSITION_MEDIUM
132,pure,,COMPOSITION_MEDIUM
132,calcium,GENUS,COMPOSITION_MEDIUM
132,carbonate,GENUS,COMPOSITION_MEDIUM
132,floating,,HAS_LOCATION
132,on,,HAS_LOCATION
132,the,,HAS_LOCATION
132,surface,,HAS_LOCATION
132,of,,HAS_LOCATION
132,a,,HAS_LOCATION
132,subterranean,,HAS_LOCATION
132,pool,,HAS_LOCATION
132,of,,HAS_LOCATION
132,very,,HAS_LOCATION
132,calm,,HAS_LOCATION
132,water,,HAS_LOCATION
132,.,,
133,flowstone,DEFINIENDUM,
133,:,,
133,Deposits,GENUS,
133,of,,COMPOSITION_MEDIUM
133,calcium,,COMPOSITION_MEDIUM
133,carbonate,,COMPOSITION_MEDIUM
133,",",,COMPOSITION_MEDIUM
133,gypsum,,COMPOSITION_MEDIUM
133,",",,COMPOSITION_MEDIUM
133,and,,COMPOSITION_MEDIUM
133,other,,COMPOSITION_MEDIUM
133,mineral,,COMPOSITION_MEDIUM
133,matter,,COMPOSITION_MEDIUM
133,which,,
133,have,,
133,accumulated,,
133,on,,HAS_CAUSE
133,the,,HAS_CAUSE
133,walls,,HAS_CAUSE
133,or,,HAS_CAUSE
133,floors,,HAS_CAUSE
133,of,,HAS_CAUSE
133,caves,,HAS_CAUSE
133,at,,
133,places,,
133,where,,
133,water,,
133,trickles,,
133,or,,
133,flows,,
133,over,,
133,the,,
133,rock,,
133,.,,
133,See,,
133,also,,
133,dripstone,,
133,.,,
134,fluviokarst,DEFINIENDUM,
134,:,,
134,A,,
134,predominantly,,
134,karst,GENUS,
134,landscape,,
134,in,,
134,which,,
134,there,,
134,is,,
134,much,,
134,evidence,,
134,of,,
134,past,,HAS_CAUSE
134,or,,HAS_CAUSE
134,present,,HAS_CAUSE
134,fluvial,,HAS_CAUSE
134,activity,,HAS_CAUSE
134,.,,
135,foiba,DEFINIENDUM,
135,:,,
135,A,,
135,deep,,HAS_FORM
135,wide,,HAS_FORM
135,vertical,GENUS,HAS_FORM
135,cavity,GENUS,HAS_FORM
135,or,,
135,the,,HAS_FUNCTION
135,swallow,,HAS_FUNCTION
135,point,,HAS_FUNCTION
135,of,,HAS_FUNCTION
135,a,,HAS_FUNCTION
135,river,,HAS_FUNCTION
135,at,,HAS_FUNCTION
135,the,,HAS_FUNCTION
135,beginning,,HAS_FUNCTION
135,of,,HAS_FUNCTION
135,its,,HAS_FUNCTION
135,underground,,HAS_FUNCTION
135,course,,HAS_FUNCTION
135,.,,
136,foiba,DEFINIENDUM,
136,:,,
136,A,,
136,natural,,
136,vertical,GENUS,HAS_FORM
136,shaft,GENUS,HAS_FORM
136,in,,COMPOSITION_MEDIUM
136,soluble,,COMPOSITION_MEDIUM
136,rock,,COMPOSITION_MEDIUM
136,",",,
136,tending,,HAS_FORM
136,toward,,HAS_FORM
136,cylindrical,,HAS_FORM
136,shape,,HAS_FORM
136,;,,
136,it,,
136,may,,HAS_LOCATION
136,or,,HAS_LOCATION
136,may,,HAS_LOCATION
136,not,,HAS_LOCATION
136,reach,,HAS_LOCATION
136,the,,HAS_LOCATION
136,surface,,HAS_LOCATION
136,.,,
136,A,,
136,dome,,
136,pit,,
136,.,,
137,fungling,DEFINIENDUM,
137,:,,
137,Isolated,,HAS_FORM
137,limestone,,COMPOSITION_MEDIUM
137,hill,GENUS,
137,in,,HAS_LOCATION
137,alluvial,,HAS_LOCATION
137,plain,,HAS_LOCATION
137,",",,
137,probably,,
137,similar,,
137,to,,
137,mogote,,
137,.,,
138,gallery,DEFINIENDUM,
138,:,,
138,A,,
138,rather,,HAS_SIZE
138,large,,HAS_SIZE
138,",",,
138,nearly,,HAS_FORM
138,horizontal,GENUS,HAS_FORM
138,passage,GENUS,
138,in,,HAS_LOCATION
138,a,,HAS_LOCATION
138,cave,,HAS_LOCATION
138,.,,
139,glaciokarst,DEFINIENDUM,
139,:,,
139,A,,
139,glaciated,,COMPOSITION_MEDIUM
139,limestone,,COMPOSITION_MEDIUM
139,region,GENUS,
139,possessing,,HAS_ATTRIBUTE
139,both,,HAS_ATTRIBUTE
139,glacial,,HAS_ATTRIBUTE
139,and,,HAS_ATTRIBUTE
139,karst,,HAS_ATTRIBUTE
139,characteristics,,HAS_ATTRIBUTE
139,.,,
140,glade,DEFINIENDUM,
140,:,,
140,An,,
140,elongate,,HAS_FORM
140,depression,GENUS,HAS_FORM
140,",",,HAS_FORM
140,having,,HAS_FORM
140,steep,,HAS_FORM
140,sides,,HAS_FORM
140,",",,HAS_FORM
140,in,,HAS_FORM
140,which,,HAS_FORM
140,a,,HAS_FORM
140,generally,,HAS_FORM
140,flat,,HAS_FORM
140,floor,,HAS_FORM
140,is,,HAS_FORM
140,divided,,HAS_FORM
140,into,,HAS_FORM
140,small,,HAS_FORM
140,basins,,HAS_FORM
140,separated,,HAS_FORM
140,by,,HAS_FORM
140,low,,HAS_FORM
140,divides,,HAS_FORM
140,.,,
141,pitted,DEFINIENDUM,
141,plain,DEFINIENDUM,
141,:,,
141,Plain,GENUS,
141,having,,CONTAINS
141,numerous,,CONTAINS
141,small,,CONTAINS
141,closely,,CONTAINS
141,spaced,,CONTAINS
141,closed,,CONTAINS
141,depressions,,CONTAINS
141,.,,
142,pocket,DEFINIENDUM,
142,:,,
142,Solution,,HAS_CAUSE
142,cavity,GENUS,
142,in,,HAS_LOCATION
142,ceiling,,HAS_LOCATION
142,",",,HAS_LOCATION
142,floor,,HAS_LOCATION
142,",",,HAS_LOCATION
142,or,,HAS_LOCATION
142,walls,,HAS_LOCATION
142,of,,HAS_LOCATION
142,a,,HAS_LOCATION
142,cave,,HAS_LOCATION
142,",",,
142,shaped,,HAS_FORM
142,like,,HAS_FORM
142,the,,HAS_FORM
142,interior,,HAS_FORM
142,of,,HAS_FORM
142,a,,HAS_FORM
142,round-bottomed,,HAS_FORM
142,kettle,,HAS_FORM
142,;,,
142,unrelated,,
142,to,,
142,joints,,
142,or,,
142,bedding,,
142,.,,
143,polje,DEFINIENDUM,
143,:,,
143,In,,HAS_LOCATION
143,areas,,HAS_LOCATION
143,of,,HAS_LOCATION
143,karst,,HAS_LOCATION
143,topography,,HAS_LOCATION
143,",",,
143,a,,
143,very,,
143,large,,
143,closed,GENUS,HAS_FORM
143,depression,GENUS,
143,",",,
143,in,,HAS_SIZE
143,some,,HAS_SIZE
143,places,,HAS_SIZE
143,several,,HAS_SIZE
143,kilometers,,HAS_SIZE
143,long,,HAS_SIZE
143,and,,HAS_SIZE
143,wide,,HAS_SIZE
143,",",,
143,having,,CONTAINS
143,a,,CONTAINS
143,flat,,CONTAINS
143,floor,,CONTAINS
143,either,,CONTAINS
143,of,,CONTAINS
143,bare,,CONTAINS
143,limestone,,CONTAINS
143,or,,CONTAINS
143,covered,,CONTAINS
143,by,,CONTAINS
143,alluvium,,CONTAINS
143,",",,
143,and,,HAS_FORM
143,surrounded,,HAS_FORM
143,by,,HAS_FORM
143,generally,,HAS_FORM
143,steep,,HAS_FORM
143,walls,,HAS_FORM
143,of,,HAS_FORM
143,limestone,,HAS_FORM
143,.,,
143,Synonym,,
143,:,,
143,interior,DEFINIENDUM,
143,valley,DEFINIENDUM,
143,.,,
144,polygonal,DEFINIENDUM,
144,karst,DEFINIENDUM,
144,:,,
144,A,,
144,karst,GENUS,
144,area,GENUS,
144,where,,CONTAINS
144,the,,CONTAINS
144,surface,,CONTAINS
144,is,,CONTAINS
