Sentence,Word,category,hierarchical,non-hierarchical,non-hierarchical-definitor
143,.,,,,
144,polygonal,C._Geome,DEFINIENDUM,,
144,karst,C._Geome,DEFINIENDUM,,
144,:,,,,
144,A,,,,
144,karst,C._Geome,GENUS,,
144,area,C._Geome,GENUS,,
144,where,,,CONTAINS,
144,the,,,CONTAINS,
144,surface,,,CONTAINS,
144,is,,,CONTAINS,
144,completely,,,CONTAINS,
144,pitted,,,CONTAINS,
144,with,,,CONTAINS,
144,closed,A.1_Surface_landform,,CONTAINS,
144,depressions,A.1_Surface_landform,,CONTAINS,
144,",",,,,
144,the,,,HAS_FORM,
144,divides,,,HAS_FORM,
144,of,,,HAS_FORM,
144,which,,,HAS_FORM,
144,form,,,HAS_FORM,
144,a,,,HAS_FORM,
144,crudely,,,HAS_FORM,
144,polygonal,D.1_Abiotic,,HAS_FORM,
144,network,D.1_Abiotic,,HAS_FORM,
144,.,,,,
144,Especially,,,HAS_LOCATION,
144,common,,,HAS_LOCATION,frame_LOCATION
144,in,,,HAS_LOCATION,frame_LOCATION
144,humid,,,HAS_LOCATION,
144,tropical,C._Geome,,HAS_LOCATION,
144,cone-karst,C._Geome,,HAS_LOCATION,
144,terrain,C._Geome,,HAS_LOCATION,
144,",",,,HAS_LOCATION,
144,but,,,HAS_LOCATION,
144,also,,,HAS_LOCATION,
144,found,,,HAS_LOCATION,
144,in,,,HAS_LOCATION,
144,well-formed,,,HAS_LOCATION,
144,temperate,C._Geome,,HAS_LOCATION,
144,doline-karst,C._Geome,,HAS_LOCATION,
144,terrain,C._Geome,,HAS_LOCATION,
144,.,,,,
145,ponor,A.3_Hydrological_form,DEFINIENDUM,,
145,:,,,,
145,Hole,D.1_Abiotic,GENUS,,
145,in,,,HAS_LOCATION,frame_LOCATION
145,the,,,HAS_LOCATION,frame_LOCATION
145,bottom,,,HAS_LOCATION,frame_LOCATION
145,or,,,HAS_LOCATION,frame_LOCATION
145,side,,,HAS_LOCATION,frame_LOCATION
145,of,,,HAS_LOCATION,frame_LOCATION
145,a,,,HAS_LOCATION,frame_LOCATION
145,closed,A.1_Surface_landform,,HAS_LOCATION,
145,depression,A.1_Surface_landform,,HAS_LOCATION,
145,through,,,HAS_FUNCTION,
145,which,,,HAS_FUNCTION,
145,water,D.1_Abiotic,,HAS_FUNCTION,
145,passes,,,HAS_FUNCTION,
145,to,,,HAS_FUNCTION,
145,or,,,HAS_FUNCTION,
145,from,,,HAS_FUNCTION,
145,an,,,HAS_FUNCTION,
145,underground,,,HAS_FUNCTION,
145,channel,D.1_Abiotic,,HAS_FUNCTION,
145,.,,,,
145,Compare,,,,
145,swallet,,,,
145,",",,,,
145,swallow,,,,
145,hole,,,,
145,.,,,,
146,pool,D.1_Abiotic,DEFINIENDUM,,
146,deposit,D.1_Abiotic,DEFINIENDUM,,
146,:,,,,
146,Crystalline,D.1_Abiotic,GENUS,COMPOSITION_MEDIUM,
146,material,D.1_Abiotic,GENUS,COMPOSITION_MEDIUM,
146,deposited,,,HAS_LOCATION,frame_LOCATION
146,in,,,HAS_LOCATION,frame_LOCATION
146,an,,,HAS_LOCATION,frame_LOCATION
146,isolated,,,HAS_LOCATION,
146,pool,,,HAS_LOCATION,
146,in,,,HAS_LOCATION,frame_LOCATION
146,a,,,HAS_LOCATION,frame_LOCATION
146,cave,A.2_Underground_landform,,HAS_LOCATION,
146,.,,,,
147,pore,D.1_Abiotic,DEFINIENDUM,,
147,deposit,D.1_Abiotic,DEFINIENDUM,,
147,:,,,,
147,Mineral,D.1_Abiotic,GENUS,COMPOSITION_MEDIUM,
147,matter,D.1_Abiotic,GENUS,COMPOSITION_MEDIUM,
147,deposited,,,HAS_LOCATION,frame_LOCATION
147,on,,,HAS_LOCATION,frame_LOCATION
147,the,,,HAS_LOCATION,frame_LOCATION
147,interior,,,HAS_LOCATION,frame_LOCATION
147,of,,,HAS_LOCATION,frame_LOCATION
147,a,,,HAS_LOCATION,frame_LOCATION
147,cave,A.2_Underground_landform,,HAS_LOCATION,
147,from,,,HAS_CAUSE,
147,water,,,HAS_CAUSE,
147,entering,,,HAS_CAUSE,
147,the,,,HAS_CAUSE,
147,cave,A.2_Underground_landform,,HAS_CAUSE,
147,so,,,HAS_CAUSE,
147,slowly,,,HAS_CAUSE,
147,through,,,HAS_CAUSE,
147,pores,,,HAS_CAUSE,
147,and,,,HAS_CAUSE,
147,cracks,,,HAS_CAUSE,
147,that,,,HAS_CAUSE,
147,it,,,HAS_CAUSE,
147,does,,,HAS_CAUSE,
147,not,,,HAS_CAUSE,
147,form,,,HAS_CAUSE,
147,drops,,,HAS_CAUSE,
147,.,,,,
148,porthole,A.2_Underground_landform,DEFINIENDUM,,
148,:,,,,
148,A,,,,
148,nearly,,,HAS_FORM,
148,circular,,,HAS_FORM,
148,natural,,,HAS_CAUSE,
148,opening,D.1_Abiotic,GENUS,,
148,in,,,HAS_LOCATION,
148,a,,,HAS_LOCATION,
148,thin,,,HAS_LOCATION,
148,rock,,,HAS_LOCATION,
148,wall,,,HAS_LOCATION,
148,in,,,HAS_LOCATION,
148,a,,,HAS_LOCATION,
148,cave,A.2_Underground_landform,,HAS_LOCATION,
148,.,,,,
148,See,,,,
148,also,,,,
148,window,,,,
148,.,,,,
149,pothole,D.1_Abiotic,DEFINIENDUM,,
149,:,,,,
149,A,,,,
149,small,,,HAS_SIZE,
149,rounded,,,HAS_FORM,
149,hole,D.1_Abiotic,,,
149,worn,,,HAS_LOCATION,frame_LOCATION
149,into,,,HAS_LOCATION,frame_LOCATION
149,rock,D.1_Abiotic,,HAS_LOCATION,
149,in,,,HAS_LOCATION,
149,a,,,HAS_LOCATION,
149,streambed,D.1_Abiotic,,HAS_LOCATION,
149,",",,,HAS_LOCATION,
149,at,,,HAS_LOCATION,frame_LOCATION
149,a,,,HAS_LOCATION,frame_LOCATION
149,waterfall,D.1_Abiotic,,HAS_LOCATION,
149,",",,,HAS_LOCATION,
149,or,,,HAS_LOCATION,
149,near,,,HAS_LOCATION,frame_LOCATION
149,sea,D.1_Abiotic,,HAS_LOCATION,
149,level,D.1_Abiotic,,HAS_LOCATION,
149,by,,,HAS_CAUSE,
149,sand,D.1_Abiotic,,HAS_CAUSE,
149,",",,,HAS_CAUSE,
149,gravel,D.1_Abiotic,,HAS_CAUSE,
149,",",,,HAS_CAUSE,
149,and,,,HAS_CAUSE,
149,stones,D.1_Abiotic,,HAS_CAUSE,
149,being,,,HAS_CAUSE,
149,spun,,,HAS_CAUSE,frame_CAUSE
149,around,,,HAS_CAUSE,frame_CAUSE
149,by,,,HAS_CAUSE,frame_CAUSE
149,force,,,HAS_CAUSE,frame_CAUSE
149,of,,,HAS_CAUSE,
149,the,,,HAS_CAUSE,
149,currents,,,HAS_CAUSE,
149,;,,,,
149,a,,,,
149,nature,,,,
149,mill,,,,
149,.,,,,
150,pothole,D.1_Abiotic,DEFINIENDUM,,
150,:,,,,
150,Term,,,,
150,used,,,,
150,in,,,,
150,England,,,,
150,for,,,,
150,vertical,,,HAS_FORM,
150,or,,,HAS_FORM,
150,steeply,,,HAS_FORM,
150,inclined,,,HAS_FORM,
150,shaft,D.1_Abiotic,GENUS,,
150,in,,,COMPOSITION_MEDIUM,
150,limestone,D.1_Abiotic,,COMPOSITION_MEDIUM,
150,.,,,,
151,pseudokarst,C._Geome,DEFINIENDUM,,
151,:,,,,
151,Karstlike,,,,
151,terrain,D.1_Abiotic,,,
151,produced,,,HAS_CAUSE,frame_CAUSE
151,by,,,HAS_CAUSE,frame_CAUSE
151,a,,,HAS_CAUSE,frame_CAUSE
151,process,,,HAS_CAUSE,
151,other,,,HAS_CAUSE,
151,than,,,HAS_CAUSE,
151,the,,,HAS_CAUSE,
151,dissolving,B.4_Transformation,,HAS_CAUSE,
151,of,,,HAS_CAUSE,
151,rock,,,HAS_CAUSE,
151,",",,,HAS_CAUSE,
151,such,,,HAS_CAUSE,
151,as,,,HAS_CAUSE,
151,the,,,HAS_CAUSE,
151,rough,,,HAS_CAUSE,
151,surface,,,HAS_CAUSE,
151,above,,,HAS_CAUSE,frame_LOCATION
151,a,,,HAS_CAUSE,
151,lava,,,HAS_CAUSE,
151,field,,,HAS_CAUSE,
151,",",,,,
151,where,,,,
151,the,,,,
151,ceilings,,,,
151,of,,,,
151,lava,,,,
151,tubes,,,,
151,have,,,,
151,collapsed,,,,
151,Features,,,CONTAINS,
151,of,,,CONTAINS,
151,pseudokarst,,,CONTAINS,
151,include,,,CONTAINS,frame_CONTAINS
151,lava,A.2_Underground_landform,,CONTAINS,
151,tunnels,A.2_Underground_landform,,CONTAINS,
151,",",,,CONTAINS,
151,lava,A.2_Underground_landform,,CONTAINS,
151,tubes,A.2_Underground_landform,,CONTAINS,
151,",",,,CONTAINS,
151,lava,A.2_Underground_landform,,CONTAINS,
151,stalactites,A.2_Underground_landform,,CONTAINS,
151,",",,,CONTAINS,
151,and,,,CONTAINS,
151,lava,A.2_Underground_landform,,CONTAINS,
151,stalagmites,A.2_Underground_landform,,CONTAINS,
151,.,,,,
152,residual,D.1_Abiotic,DEFINIENDUM,,
152,clay,D.1_Abiotic,DEFINIENDUM,,
152,:,,,,
152,Clay,D.1_Abiotic,DEFINITOR,COMPOSITION_MEDIUM,
152,or,,,COMPOSITION_MEDIUM,
152,sandy,D.1_Abiotic,,COMPOSITION_MEDIUM,
152,clay,D.1_Abiotic,,COMPOSITION_MEDIUM,
152,remaining,,,HAS_CAUSE,
152,on,,,HAS_CAUSE,
152,a,,,HAS_CAUSE,
152,rock,,,HAS_CAUSE,
152,surface,,,HAS_CAUSE,
152,after,,,HAS_CAUSE,
152,removal,B.2_Loss,,HAS_CAUSE,
152,of,,,HAS_CAUSE,
152,calcium,D.1_Abiotic,,HAS_CAUSE,
152,carbonate,D.1_Abiotic,,HAS_CAUSE,
152,by,,,HAS_CAUSE,
152,solution,B.4_Transformation,,HAS_CAUSE,
152,.,,,,
153,resurgence,A.3_Hydrological_form,DEFINIENDUM,,
153,:,,,,
153,Point,,GENUS,HAS_LOCATION,
153,at,,,HAS_LOCATION,
153,which,,,HAS_LOCATION,
153,an,,,HAS_LOCATION,
153,underground,D.1_Abiotic,,HAS_LOCATION,
153,stream,D.1_Abiotic,,HAS_LOCATION,
153,reaches,,,HAS_LOCATION,
153,the,,,HAS_LOCATION,
153,surface,,,HAS_LOCATION,
153,and,,,HAS_LOCATION,
153,becomes,,,HAS_LOCATION,
153,a,,,HAS_LOCATION,
153,surface,D.1_Abiotic,,HAS_LOCATION,
153,stream,D.1_Abiotic,,HAS_LOCATION,
153,.,,,,
153,In,,,,
153,European,,,,
153,literature,,,,
153,",",,,,
153,the,,,,
153,term,,,,
153,is,,,,
153,reserved,,,,
153,for,,,,
153,the,,,,
153,reemergence,,,,
153,of,,,,
153,a,,,,
153,stream,,,,
153,that,,,,
153,has,,,,
153,earlier,,,,
153,sunk,,,,
153,upstream,,,,
153,;,,,,
153,the,,,,
153,term,,,,
153,exsurgence,,,,
153,is,,,,
153,applied,,,,
153,to,,,,
153,a,,,,
153,stream,,,,
153,without,,,,
153,known,,,,
153,surface,,,,
153,headwaters,,,,
153,.,,,,
154,rice,A.3_Hydrological_form,DEFINIENDUM,,
154,paddy,A.3_Hydrological_form,DEFINIENDUM,,
154,:,,,,
154,In,,,HAS_LOCATION,frame_LOCATION
154,a,,,HAS_LOCATION,
154,cave,A.2_Underground_landform,,HAS_LOCATION,
154,",",,,,
154,a,,,,
154,terraced,,,HAS_FORM,
154,rimstone,A.2_Underground_landform,,HAS_FORM,
154,pool,D.1_Abiotic,GENUS,,
154,.,,GENUS,,
155,rift,A.2_Underground_landform,DEFINIENDUM,,
155,:,,,,
155,A,,,,
155,long,,,HAS_FORM,
155,narrow,,,HAS_FORM,
155,high,,,HAS_FORM,
155,cave,A.2_Underground_landform,GENUS,,
155,passage,A.2_Underground_landform,GENUS,,
155,controlled,,,HAS_CAUSE,frame_CAUSE
155,by,,,HAS_CAUSE,frame_CAUSE
155,joints,D.1_Abiotic,,HAS_CAUSE,
155,or,,,HAS_CAUSE,
155,faults,D.1_Abiotic,,HAS_CAUSE,
155,.,,,HAS_CAUSE,
156,Jamas,A.2_Underground_landform,DEFINIENDUM,,
156,are,,DEFINITOR,,
156,shafts,A.2_Underground_landform,GENUS,,
156,of,,,HAS_SIZE,frame_SIZE
156,greater,,,HAS_SIZE,
156,dimensions,,,HAS_SIZE,
156,",",,,,
156,sinking,B.1_Movement,,HAS_FORM,
156,deep,,,HAS_FORM,
156,into,,,HAS_FORM,
156,the,,,HAS_FORM,
156,carbonate,D.1_Abiotic,,HAS_FORM,
156,massive,,,HAS_FORM,
156,.,,,,
157,The,,,,
157,zone,C._Geome,DEFINIENDUM,,
157,of,C._Geome,DEFINIENDUM,,
157,vertical,C._Geome,DEFINIENDUM,,
157,circulation,C._Geome,DEFINIENDUM,,
157,is,,DEFINITOR,,
157,an,,DEFINITOR,,
157,area,,GENUS,HAS_FORM,
157,with,,,HAS_FORM,
157,large,,,HAS_FORM,
157,joints,D.1_Abiotic,,HAS_FORM,
157,through,,,HAS_FUNCTION,frame_FUNCTION
157,which,,,HAS_FUNCTION,frame_FUNCTION
157,the,,,HAS_FUNCTION,
157,water,,,HAS_FUNCTION,
157,circulates,B.1_Movement,,HAS_FUNCTION,
157,quickly,,,HAS_FUNCTION,
157,",",,,HAS_FUNCTION,
157,predominantly,,,HAS_FUNCTION,
157,in,,,HAS_FUNCTION,
157,the,,,HAS_FUNCTION,
157,ver,,,HAS_FUNCTION,
157,-,,,HAS_FUNCTION,
157,tical,,,HAS_FUNCTION,
157,direction,,,HAS_FUNCTION,
157,",",,,HAS_FUNCTION,
157,down,,,HAS_FUNCTION,
157,to,,,HAS_FUNCTION,
157,the,,,HAS_FUNCTION,
157,groundwater,,,HAS_FUNCTION,
157,level,,,HAS_FUNCTION,
157,.,,,HAS_FUNCTION,
158,Mines,,DEFINIENDUM,,
158,are,,DEFINITOR,,
158,fresh,,,HAS_CAUSE,
158,excavations,,GENUS,HAS_CAUSE,
158,in,,GENUS,HAS_CAUSE,
158,the,,GENUS,HAS_CAUSE,
158,bedrock,D.1_Abiotic,GENUS,HAS_CAUSE,
158,and,,,,
158,it,,,,
158,is,,,,
158,the,,,,
158,stress,,,,
158,pattern,,,,
158,around,,,,
158,the,,,,
158,opening,,,,
158,that,,,,
158,determines,,,,
158,such,,,,
158,hazards,D.3_Property,,,
158,as,,,,
158,rock,D.3_Property,,HAS_RESULT,
158,bursts,D.3_Property,,HAS_RESULT,
158,",",,,HAS_RESULT,
158,spalling,D.3_Property,,HAS_RESULT,
158,",",,,HAS_RESULT,
158,and,,,HAS_RESULT,
158,roof,D.3_Property,,HAS_RESULT,
158,collapse,D.3_Property,,HAS_RESULT,
158,(,,,,
158,Brady,,,,
158,and,,,,
158,Brown,,,,
158,",",,,,
158,1993,,,,
158,),,,,
158,.,,,,
159,Mineral,D.1_Abiotic,GENUS,,
159,deposits,D.1_Abiotic,GENUS,,
159,take,,,HAS_FORM,frame_FORM
159,on,,,HAS_FORM,frame_FORM
159,the,,,HAS_FORM,frame_FORM
159,form,,,HAS_FORM,frame_FORM
159,of,,,HAS_FORM,frame_FORM
159,stalactites,A.2_Underground_landform,SPECIES,HAS_FORM,
159,",",,,HAS_FORM,
159,stalagmites,A.2_Underground_landform,SPECIES,HAS_FORM,
159,",",,,HAS_FORM,
159,flowstone,A.2_Underground_landform,SPECIES,HAS_FORM,
159,",",,,HAS_FORM,
159,and,,,HAS_FORM,
159,other,,,HAS_FORM,
159,forms,,,HAS_FORM,
159,known,,DEFINITOR,,
159,collectively,,DEFINITOR,,
159,as,,DEFINITOR,,
159,speleothems,A.2_Underground_landform,DEFINIENDUM,,
159,.,,,,
160,The,,,,
160,underground,,GENUS,,
160,pathways,D.1_Abiotic,GENUS,,
160,in,,,COMPOSITION_MEDIUM,frame_COMPOSITION
160,limestone,D.1_Abiotic,,COMPOSITION_MEDIUM,
160,through,,,HAS_FUNCTION,frame_FUNCTION
160,which,,,HAS_FUNCTION,frame_FUNCTION
160,water,,,HAS_FUNCTION,
160,moves,,,HAS_FUNCTION,
160,from,,,HAS_FUNCTION,
160,sinkholes,A.1_Surface_landform,,HAS_FUNCTION,
160,and,,,HAS_FUNCTION,
160,sinking,A.3_Hydrological_form,,HAS_FUNCTION,
160,streams,A.3_Hydrological_form,,HAS_FUNCTION,
160,to,,,HAS_FUNCTION,
160,the,,,HAS_FUNCTION,
160,outlets,A.3_Hydrological_form,,HAS_FUNCTION,
160,at,,,HAS_FUNCTION,
160,springs,A.3_Hydrological_form,,HAS_FUNCTION,
160,are,,DEFINITOR,,
160,known,,DEFINITOR,,
160,as,,DEFINITOR,,
160,conduits,A.3_Hydrological_form,DEFINIENDUM,,
160,.,,,,
161,A,,,,
161,typical,,,,
161,aeolian,A.2_Underground_landform,DEFINIENDUM,,
161,cave,A.2_Underground_landform,DEFINIENDUM,,
161,is,,DEFINITOR,,
161,a,,DEFINITOR,,
161,bowl-shaped,,GENUS,HAS_FORM,
161,chamber,D.1_Abiotic,GENUS,,
161,carved,B._Process,,,
161,in,B._Process,,COMPOSITION_MEDIUM,frame_COMPOSITION
161,solid,D.1_Abiotic,,COMPOSITION_MEDIUM,
161,rock,D.1_Abiotic,,COMPOSITION_MEDIUM,
161,.,,,,
162,Lava,A.2_Underground_landform,DEFINIENDUM,,
162,conduits,A.2_Underground_landform,DEFINIENDUM,,
162,(,,,,
162,also,,DEFINITOR,,
162,known,,DEFINITOR,,
162,as,,DEFINITOR,,
162,tubes,A.2_Underground_landform,DEFINIENDUM,,
162,",",,,,
162,tunnels,A.2_Underground_landform,DEFINIENDUM,,
162,",",,,,
162,or,,,,
162,pyroducts,A.2_Underground_landform,DEFINIENDUM,,
162,),,,,
162,form,,,HAS_LOCATION,frame_LOCATION
162,on,,,HAS_LOCATION,frame_LOCATION
162,the,,,HAS_LOCATION,frame_LOCATION
162,sides,,,HAS_LOCATION,
162,of,,,HAS_LOCATION,
162,volcanoes,D.1_Abiotic,,HAS_LOCATION,
162,within,,,HAS_LOCATION,frame_LOCATION
162,streams,,,HAS_LOCATION,
162,of,,,HAS_LOCATION,
162,lava,,,HAS_LOCATION,
162,by,,,HAS_CAUSE,frame_CAUSE
162,a,,,HAS_CAUSE,frame_CAUSE
162,process,,,HAS_CAUSE,frame_CAUSE
162,called,,,HAS_CAUSE,frame_CAUSE
162,inflation,B.4_Transformation,,HAS_CAUSE,
162,or,,,,
162,by,,,HAS_CAUSE,frame_CAUSE
162,the,,,HAS_CAUSE,frame_CAUSE
162,crusting,B.4_Transformation,,HAS_CAUSE,
162,over,,,HAS_CAUSE,
162,of,,,HAS_CAUSE,
162,channels,A.2_Underground_landform,,HAS_CAUSE,
162,.,,,HAS_CAUSE,
163,Biofilms,D.2_Biotic,DEFINIENDUM,,
163,on,,,HAS_LOCATION,frame_LOCATION
163,subaerial,,,HAS_LOCATION,
163,cave-wall,,,HAS_LOCATION,
163,surfaces,,,HAS_LOCATION,
163,",",,,,
163,referred,,DEFINITOR,,
163,to,,DEFINITOR,,
163,as,,DEFINITOR,,
163,microbial,D.2_Biotic,DEFINIENDUM,,
163,draperies,D.2_Biotic,DEFINIENDUM,,
163,",",,,,
163,cave-wall,D.2_Biotic,DEFINIENDUM,,
163,biofilms,D.2_Biotic,DEFINIENDUM,,
163,",",,,,
163,or,,,,
163,snottites,D.2_Biotic,DEFINIENDUM,,
163,",",,,,
163,have,,,,
163,been,,,,
163,described,,,,
163,from,,,,
163,the,,,,
163,several,,,,
163,active,,,HAS_LOCATION,
163,sulfidic,A.2_Underground_landform,,HAS_LOCATION,
163,caves,A.2_Underground_landform,,HAS_LOCATION,
163,.,,,,
164,The,,DEFINITOR,,
164,Slav,,,,
164,term,,DEFINITOR,,
164,doline,A.1_Surface_landform,DEFINIENDUM,,
164,means,,,,
164,“,,,,
164,depression,,,,
164,”,,,,
164,and,,,,
164,in,,,,
164,a,,,,
164,broad,,,,
164,sense,,,,
164,includes,,DEFINITOR,CONTAINS,frame_CONTAINS
164,channels,A.1_Surface_landform,SPECIES,CONTAINS,
164,and,,,CONTAINS,
164,hollows,A.1_Surface_landform,SPECIES,CONTAINS,
164,of,,,CONTAINS,
164,different,,,CONTAINS,
164,types,,,CONTAINS,
164,",",,,CONTAINS,
164,such,,,CONTAINS,
164,as,,,CONTAINS,
164,fluvial,A.1_Surface_landform,SPECIES,CONTAINS,
164,valleys,A.1_Surface_landform,SPECIES,CONTAINS,
164,",",,,CONTAINS,
164,dry,A.1_Surface_landform,SPECIES,CONTAINS,
164,valleys,A.1_Surface_landform,SPECIES,CONTAINS,
164,",",,,CONTAINS,
164,blind,A.1_Surface_landform,SPECIES,CONTAINS,
164,valleys,A.1_Surface_landform,SPECIES,CONTAINS,
164,",",,,CONTAINS,
164,uvalas,A.1_Surface_landform,SPECIES,CONTAINS,
164,",",,,CONTAINS,
164,poljes,A.1_Surface_landform,SPECIES,CONTAINS,
164,",",,,CONTAINS,
164,and,,,CONTAINS,
164,karst,A.1_Surface_landform,SPECIES,CONTAINS,
164,dolines,A.1_Surface_landform,SPECIES,CONTAINS,
164,.,,,,
165,A,,,,
165,tiankeng,A.1_Surface_landform,DEFINIENDUM,,
165,is,,DEFINITOR,,
165,a,,DEFINITOR,,
165,collapse,A.1_Surface_landform,GENUS,,
165,doline,A.1_Surface_landform,GENUS,,
165,at,,,HAS_SIZE,frame_SIZE
165,least,,,HAS_SIZE,frame_SIZE
165,100,,,HAS_SIZE,
165,m,,,HAS_SIZE,
165,long,,,HAS_SIZE,frame_SIZE
165,",",,,HAS_SIZE,
165,wide,,,HAS_SIZE,frame_SIZE
165,and,,,HAS_SIZE,
165,deep,,,HAS_SIZE,frame_SIZE
165,",",,,,
165,and,,,,
165,with,,,HAS_FORM,frame_FORM
165,perimeter,,,HAS_FORM,
165,walls,,,HAS_FORM,
165,that,,,HAS_FORM,
165,are,,,HAS_FORM,
165,close,,,HAS_FORM,
165,to,,,HAS_FORM,
165,vertical,,,HAS_FORM,
165,(,,,,
165,Zhu,,,,
165,and,,,,
165,Waltham,,,,
165,",",,,,
165,2006,,,,
165,),,,,
165,.,,,,
166,A,,DEFINITOR,,
166,particular,,DEFINITOR,,
166,type,,DEFINITOR,,
166,of,,DEFINITOR,,
166,collapse,A.1_Surface_landform,GENUS,,
166,doline,A.1_Surface_landform,GENUS,,
166,is,,DEFINITOR,,
166,the,,DEFINITOR,,
166,cenotes,A.1_Surface_landform,DEFINIENDUM,,
166,",",,,,
166,open,,,HAS_FORM,
166,depressions,A.1_Surface_landform,,HAS_FORM,
166,in,,,HAS_LOCATION,frame_LOCATION
166,the,,,HAS_LOCATION,frame_LOCATION
166,coastal,C._Geome,,HAS_LOCATION,
166,karst,C._Geome,,HAS_LOCATION,
166,belts,C._Geome,,HAS_LOCATION,
166,giving,,,HAS_FUNCTION,frame_FUNCTION
166,access,,,HAS_FUNCTION,frame_FUNCTION
166,to,,,HAS_FUNCTION,
166,the,,,HAS_FUNCTION,
166,water,D.1_Abiotic,,HAS_FUNCTION,
166,table,D.1_Abiotic,,HAS_FUNCTION,
166,and,,,,
166,resulting,,,HAS_CAUSE,frame_CAUSE
166,from,,,HAS_CAUSE,frame_CAUSE
166,the,,,HAS_CAUSE,
166,collapse,B.1_Movement,,HAS_CAUSE,
166,of,,,HAS_CAUSE,
166,the,,,HAS_CAUSE,
166,roof,,,HAS_CAUSE,
166,of,,,HAS_CAUSE,
166,submerged,A.2_Underground_landform,,HAS_CAUSE,
166,cavities,A.2_Underground_landform,,HAS_CAUSE,
166,.,,,,
167,Subsidence,A.1_Surface_landform,DEFINIENDUM,,
167,dolines,A.1_Surface_landform,DEFINIENDUM,,
167,are,,DEFINITOR,,
167,closed,,GENUS,,
167,depressions,A.1_Surface_landform,GENUS,,
167,caused,,,HAS_CAUSE,frame_CAUSE
167,by,,,HAS_CAUSE,frame_CAUSE
167,the,,,HAS_CAUSE,frame_CAUSE
167,subsiding,B.1_Movement,,HAS_CAUSE,
167,of,,,HAS_CAUSE,
167,an,,,HAS_CAUSE,
167,area,,,HAS_CAUSE,
167,.,,,HAS_CAUSE,
168,Intersection,A.1_Surface_landform,DEFINIENDUM,,
168,dolines,A.1_Surface_landform,DEFINIENDUM,,
168,are,,DEFINITOR,,
168,depressions,,GENUS,,
168,formed,,,HAS_CAUSE,frame_CAUSE
168,when,,,HAS_CAUSE,frame_CAUSE
168,an,,,HAS_CAUSE,
168,old,,,HAS_CAUSE,
168,cave,A.2_Underground_landform,,HAS_CAUSE,
168,system,A.2_Underground_landform,,HAS_CAUSE,
168,",",,,HAS_CAUSE,
168,partially,,,HAS_CAUSE,
168,or,,,HAS_CAUSE,
168,totally,,,HAS_CAUSE,
168,filled,,,HAS_CAUSE,
168,with,,,HAS_CAUSE,
168,sediments,D.1_Abiotic,,HAS_CAUSE,
168,",",,,HAS_CAUSE,
168,is,,,HAS_CAUSE,
168,cut,,,HAS_CAUSE,
168,by,,,HAS_CAUSE,
168,the,,,HAS_CAUSE,
168,topographic,C._Geome,,HAS_CAUSE,
168,surface,C._Geome,,HAS_CAUSE,
168,as,,,HAS_CAUSE,
168,a,,,HAS_CAUSE,
168,consequence,,,HAS_CAUSE,
168,of,,,HAS_CAUSE,
168,the,,,HAS_CAUSE,
168,lowering,B.2_Loss,,HAS_CAUSE,
168,of,,,HAS_CAUSE,
168,such,,,HAS_CAUSE,
168,a,,,HAS_CAUSE,
168,surface,,,HAS_CAUSE,
168,by,,,HAS_CAUSE,
168,chemical,B.2_Loss,,HAS_CAUSE,
168,erosion,B.2_Loss,,HAS_CAUSE,
168,.,,,,
169,A,,,,
169,compound,A.1_Surface_landform,DEFINIENDUM,,
169,hollow,A.1_Surface_landform,DEFINIENDUM,,
169,is,,DEFINITOR,,
169,a,,DEFINITOR,,
169,form,,GENUS,,
169,that,,,,
169,originated,,,HAS_CAUSE,frame_CAUSE
169,from,,,HAS_CAUSE,frame_CAUSE
169,the,,,HAS_CAUSE,
169,fusion,B.3_Addition,,HAS_CAUSE,
169,of,,,HAS_CAUSE,
169,simpler,,,HAS_CAUSE,
169,forms,,,HAS_CAUSE,
169,.,,,,
170,A,,,,
170,polygenetic,A.1_Surface_landform,DEFINIENDUM,,
170,sink,A.1_Surface_landform,DEFINIENDUM,,
170,is,,DEFINITOR,,
170,a,,DEFINITOR,,
170,closed,A.1_Surface_landform,GENUS,,
170,depression,A.1_Surface_landform,GENUS,,
170,that,,,,
170,clearly,,,,
170,evolved,,,HAS_CAUSE,frame_CAUSE
170,through,,,HAS_CAUSE,frame_CAUSE
170,both,,,HAS_CAUSE,
170,the,,,HAS_CAUSE,
170,karst,B.4_Transformation,,HAS_CAUSE,
170,process,B.4_Transformation,,HAS_CAUSE,
170,and,,,HAS_CAUSE,
170,another,,,HAS_CAUSE,
170,morphogenetic,B._Process,,HAS_CAUSE,
170,process,B._Process,,HAS_CAUSE,
170,.,,,,
171,natural,A.3_Hydrological_form,DEFINIENDUM,,
171,well,A.3_Hydrological_form,DEFINIENDUM,,
171,:,,,,
171,A,,,HAS_FORM,
171,vertical,,,HAS_FORM,
171,shaft,D.1_Abiotic,GENUS,,
171,in,,,COMPOSITION_MEDIUM,
171,limestone,D.1_Abiotic,,COMPOSITION_MEDIUM,
171,",",,,,
171,open,,,HAS_FORM,
171,to,,,HAS_FORM,
171,the,,,HAS_FORM,
171,surface,,,HAS_FORM,
171,and,,,,
171,having,,,CONTAINS,frame_CONTAINS
171,water,,,CONTAINS,
171,at,,,CONTAINS,
171,the,,,CONTAINS,
171,bottom,,,CONTAINS,
171,;,,,,
171,similar,,,,
171,to,,,,
